ko,source,metabolism,path,description
K12256,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12256  spuC; putrescine---pyruvate transaminase [EC:2.6.1.113]
K03343,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K03343  puo; putrescine oxidase [EC:1.4.3.10]
K12259,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K12259  SMOX, PAO5; spermine oxidase [EC:1.5.3.16 1.5.3.-]"
K13366,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13366  MPAO, PAO1; polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-]"
K17839,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K17839  PAO4, PAO3, PAO2; polyamine oxidase [EC:1.5.3.17 1.5.3.-]"
K13367,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K13367  FMS1; polyamine oxidase [EC:1.5.3.17]
K00316,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00316  spdH; spermidine dehydrogenase [EC:1.5.99.6]
K00128,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K14085,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K14085  ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
K00149,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00149  ALDH9A1; aldehyde dehydrogenase family 9 member A1 [EC:1.2.1.47 1.2.1.3]
K00137,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00137  prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
K12254,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12254  kauB; 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]
K05604,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K05604  CNDP1; beta-Ala-His dipeptidase [EC:3.4.13.20]
K08660,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K08660  CNDP2; cytosolic nonspecific dipeptidase [EC:3.4.13.18]
K14755,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K14755  CRNS1, ATPGD1; carnosine synthase [EC:6.3.2.11]"
K00657,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00657  speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]"
K00274,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00274  MAO, aofH; monoamine oxidase [EC:1.4.3.4]"
K12252,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12252  aruH; arginine:pyruvate transaminase [EC:2.6.1.84]
K21639,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K21639  E1.4.3.25; L-arginine oxidase [EC:1.4.3.25]
K12253,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12253  aruI; 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]
K12255,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12255  gbuA; guanidinobutyrase [EC:3.5.3.7]
K01426,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K01426  E3.5.1.4, amiE; amidase [EC:3.5.1.4]"
K00673,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00673  astA; arginine N-succinyltransferase [EC:2.3.1.109]
K01484,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01484  astB; succinylarginine dihydrolase [EC:3.5.3.23]
K00840,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00840  astC; succinylornithine aminotransferase [EC:2.6.1.81]
K06447,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K06447  astD; succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
K05526,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K05526  astE; succinylglutamate desuccinylase [EC:3.5.1.96]
K09470,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K09470  puuA; gamma-glutamylputrescine synthase [EC:6.3.1.11]
K09471,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K09471  puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]"
K09472,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K09472  puuC, aldH; 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]"
K09473,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K09473  puuD; gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]
K23233,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K23233  ODH1; D-octopine dehydrogenase [EC:1.5.1.11]
K00296,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00296  E1.5.1.19; D-nopaline dehydrogenase [EC:1.5.1.19]
K00934,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00934  E2.7.3.3; arginine kinase [EC:2.7.3.3]
K13240,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13240  NOS1; nitric-oxide synthase, brain [EC:1.14.13.39]"
K13241,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13241  NOS2; nitric-oxide synthase, inducible [EC:1.14.13.39]"
K13242,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13242  NOS3; nitric-oxide synthase, endothelial [EC:1.14.13.39]"
K13427,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13427  NOA1; nitric-oxide synthase, plant [EC:1.14.13.39]"
K00491,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00491  nos; nitric-oxide synthase, bacterial [EC:1.14.14.47]"
K01476,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K01476  E3.5.3.1, rocF, arg; arginase [EC:3.5.3.1]"
K00819,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00819  rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]"
K00286,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]
K00318,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00318  PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]"
K13821,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K13821  putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
K01750,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K01750  E4.3.1.12, ocd; ornithine cyclodeaminase [EC:4.3.1.12]"
K00294,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00294  E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]
K00931,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00931  proB; glutamate 5-kinase [EC:2.7.2.11]
K00147,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00147  proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
K12657,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K12657  ALDH18A1, P5CS; delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]"
K22842,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K22842  MRP; L-glutamate-5-semialdehyde N-acetyltransferase [EC:2.3.1.271]
K01259,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01259  pip; proline iminopeptidase [EC:3.4.11.5]
K11142,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K11142  LAP3; cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]
K00472,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00472  P4HA; prolyl 4-hydroxylase [EC:1.14.11.2]
K23121,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K23121  pflD; trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]
K11394,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K11394  PRODH2; hydroxyproline dehydrogenase [EC:1.5.5.3]
K14454,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K14454  GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
K14455,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K14455  GOT2; aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
K00811,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00811  ASP5; aspartate aminotransferase, chloroplastic [EC:2.6.1.1]"
K00812,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00812  aspB; aspartate aminotransferase [EC:2.6.1.1]
K00813,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00813  aspC; aspartate aminotransferase [EC:2.6.1.1]
K11358,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K11358  yhdR; aspartate aminotransferase [EC:2.6.1.1]
K00824,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K00824  dat; D-alanine transaminase [EC:2.6.1.21]
K18123,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K18123  HOGA1; 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]
K01777,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K01777  prdF; proline racemase [EC:5.1.1.4]
K21672,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K21672  ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]"
K10793,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K10793  prdA; D-proline reductase (dithiol) PrdA [EC:1.21.4.1]
K10794,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K10794  prdB; D-proline reductase (dithiol) PrdB [EC:1.21.4.1]
K00273,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],"D      K00273  DAO, aao; D-amino-acid oxidase [EC:1.4.3.3]"
K17851,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K17851  dpd; D-proline dehydrogenase [EC:1.5.99.13]
K18384,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K18384  L3HYPDH; trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]
K22548,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K22548  lhpL; trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]
K21624,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K21624  c3lhypd; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K09123,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K09123  lhpI; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K19743,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K19743  lhpI; 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]
K19742,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K19742  lhpI; 1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.49]
K12658,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K12658  lhpA; 4-hydroxyproline epimerase [EC:5.1.1.8]
K21060,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K21060  lhpB; D-hydroxyproline dehydrogenase [EC:1.5.99.-]
K22549,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K22549  lhpC; D-hydroxyproline dehydrogenase subunit alpha [EC:1.5.99.-]
K21061,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K21061  lhpB; D-hydroxyproline dehydrogenase subunit beta [EC:1.5.99.-]
K22550,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K22550  lhpD; D-hydroxyproline dehydrogenase subunit gamma
K21062,acid,B  09105 Amino acid metabolism,C    00330 Arginine and proline metabolism [PATH:ko00330],D      K21062  lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]
K00765,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K00765  hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
K02502,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K02502  hisZ; ATP phosphoribosyltransferase regulatory subunit
K01523,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01523  hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]
K01496,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01496  hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]
K11755,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K11755  hisIE; phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]
K14152,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K14152  HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]
K01814,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01814  hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]
K24017,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K24017  priA; phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]
K02501,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K02501  hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
K02500,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K02500  hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
K01663,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01663  HIS7; imidazole glycerol-phosphate synthase [EC:4.3.2.10]
K01693,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01693  hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
K01089,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01089  hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]
K00817,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K00817  hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
K05602,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K05602  hisN; histidinol-phosphatase [EC:3.1.3.15]
K04486,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K04486  E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]
K18649,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K18649  IMPL2; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase / histidinol-phosphatase [EC:3.1.3.25 3.1.3.93 3.1.3.15]
K00013,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K00013  hisD; histidinol dehydrogenase [EC:1.1.1.23]
K01745,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],"D      K01745  hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]"
K01712,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],"D      K01712  hutU, UROC1; urocanate hydratase [EC:4.2.1.49]"
K01468,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],"D      K01468  hutI, AMDHD1; imidazolonepropionase [EC:3.5.2.7]"
K01479,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01479  hutG; formiminoglutamase [EC:3.5.3.8]
K00603,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K00603  fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2]
K13990,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K13990  FTCD; glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4]
K05603,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K05603  hutF; formimidoylglutamate deiminase [EC:3.5.3.13]
K01458,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K01458  hutG; N-formylglutamate deformylase [EC:3.5.1.68]
K17363,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K17363  urdA; urocanate reductase [EC:1.3.99.33]
K01590,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],"D      K01590  hdc, HDC; histidine decarboxylase [EC:4.1.1.22]"
K11182,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],"D      K11182  AOC1, ABP1; diamine oxidase [EC:1.4.3.22]"
K00128,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]
K14085,acid,B  09105 Amino acid metabolism,C    00340 Histidine metabolism [PATH:ko00340],D      K14085  ALDH7A1; aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3]
