	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	virsorter_category	auxiliary_score	is_transposon	amg_flags
SC-T1-3_contig.fa_viral_103__full-cat_1_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_103__full-cat_1	6	3085	3384	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	1	2	298	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	2	295	636	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	3	669	1190	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	4	1192	1479	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	5	1665	2072	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	6	2085	2381	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_106__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_106__full-cat_2	7	2711	3136	1	D			YP_001039864.1	YP_001039864.1 ParA-like partition protein [Vibrio phage VP882]	False	0.384	93.0	2.073e-21								VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; AAA domain [PF13614.9]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12]					VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	1	5	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	1	56	670	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	2	663	848	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	3	845	979	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	4	979	1362	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	5	1355	1528	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	6	1521	1886	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	7	2141	2461	-1	E			YP_008061065.1	YP_008061065.1 hypothetical protein M176_gp027 [Rhodococcus phage E3]	False	0.559	74.0	3.582e-15													VOG04782	REFSEQ hypothetical protein; Xu	Xu	0	1	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	8	2464	2763	-1	E			YP_010080469.1	YP_010080469.1 VRR-NUC domain-containing protein [Brevibacterium phage AGM1]	False	0.411	67.0	5.8e-13																0	1	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	9	2834	3016	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	10	3109	3267	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_11	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	11	3355	3837	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_12	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	12	3834	3989	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_114__full-cat_2_13	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_114__full-cat_2	13	4038	4274	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_120__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_120__full-cat_2	1	2	1204	1	C	K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family														FtsK/SpoIIIE family [PF01580.21]								0	1	5	False	F
SC-T1-3_contig.fa_viral_120__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_120__full-cat_2	2	1204	2853	1	D																Replication initiator protein, pSAM2 [PF20199.1]								0	2	3	False	F
SC-T1-3_contig.fa_viral_120__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_120__full-cat_2	3	2875	3006	1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_120__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_120__full-cat_2	4	3003	3236	1	D																Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]; Helix-turn-helix domain [PF12728.10]								0	1	5	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	1	2	895	1	D			YP_009830706.1	YP_009830706.1 tyrosine-type recombinase/integrase [Bacillus phage vB_BtS_BMBtp14]	False	0.299	74.0	5.707e-13								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
SC-T1-3_contig.fa_viral_125__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	2	1113	1319	1	E																								0	2	2	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	3	1316	1603	1	D																ParB/Sulfiredoxin domain [PF02195.21]								0	2	2	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	4	1566	1754	-1	D																Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix domain [PF12844.10]; Domain of unknown function (DUF1870) [PF08965.13]; Cro/C1-type HTH DNA-binding domain [PF13443.9]								0	2	2	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	5	1946	2167	-1	E																								0	2	2	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	6	2238	2993	1	E																								0	1	2	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	7	2974	4416	1	D			YP_009797045.1	YP_009797045.1 terminase large subunit [Faecalibacterium phage FP_Brigit]	False	0.401	304.0	1.5199999999999998e-88								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]					VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xr;Xh	0	0	4	False	VF
SC-T1-3_contig.fa_viral_125__full-cat_1_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	8	4506	5243	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	9	5427	5681	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_125__full-cat_1_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_125__full-cat_1	10	5685	5759	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_129__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_129__full-cat_2	1	3	632	1	C	K07493	putative transposase														Transposase, Mutator family [PF00872.21]								0	1	5	True	TF
SC-T1-3_contig.fa_viral_129__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_129__full-cat_2	2	889	2076	1	C	K07486	transposase	YP_010755665.1	YP_010755665.1 hypothetical protein QEH48_gp049 [Streptomyces phage TurkishDelight]	False	0.222	89.0	2.112e-17								Transposase [PF01548.20]; Transposase IS116/IS110/IS902 family [PF02371.19]					VOG19698	sp|P14322|YI90_MYCPC Insertion element IS900 uncharacterized 42 kDa protein; Xu	Xu	0	2	3	True	TF
SC-T1-3_contig.fa_viral_129__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_129__full-cat_2	3	2216	2404	1	E																								0	1	3	False	TF
SC-T1-3_contig.fa_viral_129__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_129__full-cat_2	4	2401	2529	1	E																								0	2	3	False	TF
SC-T1-3_contig.fa_viral_129__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_129__full-cat_2	5	2520	3032	1	C	K07497	putative transposase	NP_536395.1	NP_536395.1 transposase [Burkholderia phage phiE125]	False	0.428	108.0	5.619000000000001e-26								HTH-like domain [PF13276.9]								0	1	5	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	1	2	364	-1	E																								0	2	5	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	2	433	666	-1	E																								0	2	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	3	854	1507	1	E																								0	2	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	4	1765	2043	-1	E																								0	2	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	5	2075	2377	1	E																								0	2	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	6	2447	2866	-1	E																								0	2	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	7	2946	3212	1	D																Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]								0	1	4	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	8	3545	3643	-1	E																								0	2	3	False	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	9	3770	5026	1	D																IS1 transposase [PF03400.16]								0	1	4	True	TF
SC-T1-3_contig.fa_viral_130__full-cat_2_10	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_130__full-cat_2	10	5104	5280	-1	E																								0	2	5	False	TF
SC-T1-3_contig.fa_viral_131__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_131__full-cat_2	1	3	398	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_131__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_131__full-cat_2	2	383	2725	1	D																SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]								0	1	4	False	F
SC-T1-3_contig.fa_viral_131__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_131__full-cat_2	3	2643	3512	-1	D			YP_006988076.1	YP_006988076.1 putative band 7 lipoprotein [Caulobacter phage phiCbK]	False	0.309	124.0	7.734e-30	MER0804589	I87	MER0804589 - family I87 unassigned peptidase inhibitors (Gemmatirosa kalamazoonesis) [I87.UPW]#I87#{inhibitor unit: 82-304}~source W0RE36~	False	0.577	234.0	2.6729999999999998e-67	SPFH domain / Band 7 family [PF01145.28]					VOG01466	sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614; Xu	Xu	0	1	4	False	MKPF
SC-T1-3_contig.fa_viral_131__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_131__full-cat_2	4	3509	3799	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	1	3	770	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	2	754	957	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	3	954	1169	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	4	1267	1800	1	D			YP_009818538.1	YP_009818538.1 hypothetical protein HOU95_gp065 [Streptomyces phage Hiyaa]	False	0.374	112.0	3.171e-27								Protein of unknown function (DUF3307) [PF11750.11]					VOG18846	REFSEQ membrane protein; Xu	Xu	0	1	4	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	5	2012	2125	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_133__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_133__full-cat_2	6	2203	2520	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	1	42	194	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	2	163	1626	-1	C	K14059	integrase	YP_010755668.1	YP_010755668.1 tyrosine integrase [Streptomyces phage TurkishDelight]	False	0.312	241.0	6.094999999999999e-67								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	4	False	VF
SC-T1-3_contig.fa_viral_134__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	3	1889	2101	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	4	2062	2640	-1	D																Calcineurin-like phosphoesterase superfamily domain [PF12850.10]								0	2	4	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	5	2660	3280	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	6	3369	3773	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_134__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_134__full-cat_2	7	4081	4281	1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	1	1	114	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	2	89	310	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	3	297	659	-1	E			YP_010754398.1	YP_010754398.1 terminase small subunit [Microbacterium phage Footloose]	False	0.36	67.0	9.77e-13													VOG08207	REFSEQ terminase small subunit; Xu	Xu	0	1	4	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	4	1301	2695	-1	C	K06919	putative DNA primase/helicase	YP_010772397.1	YP_010772397.1 DNA primase/helicase [Methanoculleus virus L4768]	False	0.365	278.0	9.69e-80								D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]; Poxvirus D5 protein-like [PF03288.19]					VOG00138	sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206; Xh	Xh	0	1	3	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	5	2692	3012	-1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	6	3202	3447	-1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_7	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	7	3444	3674	-1	D																Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF13560.9]								0	2	3	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_8	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	8	3780	4205	1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_141__full-cat_2_9	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_141__full-cat_2	9	4202	5572	1	C	K14059	integrase	YP_010755668.1	YP_010755668.1 tyrosine integrase [Streptomyces phage TurkishDelight]	False	0.295	219.0	5.58e-60								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	1	5	False	VF
SC-T1-3_contig.fa_viral_143__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	1	1	297	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_143__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	2	294	905	-1	D			YP_009005780.1	YP_009005780.1 ParA-like partition protein [Mycobacterium phage EagleEye]	False	0.338	109.0	9.761e-26								VirC1 protein [PF07015.14]; AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Cellulose biosynthesis protein BcsQ [PF06564.15]					VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	1	4	False	F
SC-T1-3_contig.fa_viral_143__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	3	1228	1491	1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_143__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	4	1615	1920	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_143__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	5	1952	2866	-1	E																								0	2	4	False	F
SC-T1-3_contig.fa_viral_143__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_143__full-cat_2	6	2938	3168	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_144__full-cat_1_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_144__full-cat_1	1	3	74	-1	E																								0	2	5	False	F
SC-T1-3_contig.fa_viral_144__full-cat_1_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_144__full-cat_1	2	113	1651	1	C	K06909	phage terminase large subunit	YP_009600147.1	YP_009600147.1 terminase large subunit [Dinoroseobacter phage vB_DshS-R5C]	False	0.332	229.0	1.657e-62								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	0	4	False	F
SC-T1-3_contig.fa_viral_144__full-cat_1_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_144__full-cat_1	3	1831	2583	1	E																								0	1	5	False	F
SC-T1-3_contig.fa_viral_149__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	1	2	193	-1	D																Lysozyme like domain [PF18896.3]; C-type lysozyme/alpha-lactalbumin family [PF00062.23]								0	1	5	False	F
SC-T1-3_contig.fa_viral_149__full-cat_2_2	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	2	416	565	1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_149__full-cat_2_3	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	3	627	995	1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_149__full-cat_2_4	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	4	1313	1489	-1	E																								0	2	3	False	F
SC-T1-3_contig.fa_viral_149__full-cat_2_5	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	5	1499	2197	-1	D			YP_009887285.1	YP_009887285.1 endolysin [Arthrobacter phage Abba]	False	0.273	72.0	6.108e-13								LysM domain [PF01476.23]					VOG00322	sp|P51772|BPX_BPP2 Baseplate protein X; XhXs	Xs;Xh	0	1	3	False	VF
SC-T1-3_contig.fa_viral_149__full-cat_2_6	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_149__full-cat_2	6	2206	3177	-1	E			YP_764485.1	YP_764485.1 tail length tape measure protein [Geobacillus phage GBSV1]	False	0.325	72.0	3.406e-12																0	1	5	False	F
SC-T1-3_contig.fa_viral_160__full-cat_2_1	final-viral-combined-for-dramv	SC-T1-3_contig.fa_viral_160__full-cat_2	1	3	1502	-1	D			YP_006546319.1	YP_006546319.1 DNA helicase [Thermoanaerobacterium phage THSA-485A]	False	0.247	154.0	1.076e-37								SNF2-related domain [PF00176.26]								0	1	5	False	F
